seed,p,exposure_epoch,train_loss,train_accuracy,aligned_accuracy,conflict_accuracy,neutral_accuracy,shortcut_gap,flip_rate
42,0.99,1,0.09705082016952155,0.9867515126225745,1.0,0.001669449081803005,0.5008347245409015,0.998330550918197,0.998330550918197
42,0.99,2,0.03549552973707248,0.9902983517629876,1.0,0.18697829716193656,0.5934891485809682,0.8130217028380634,0.8130217028380634
